polarity,file,lipidex_dot,ours_dot,name
Pos,NIST_Pos_02,996,996,PC 10:0_21:0
Pos,NIST_Pos_02,1000,1000,SM d18:0_20:3
Pos,NIST_Pos_02,982,982,PC 16:1_22:2
Pos,NIST_Pos_02,1000,1000,PI 16:1_22:2
Pos,NIST_Pos_02,997,997,PC 12:0_22:2
Pos,NIST_Pos_02,999,999,SM d19:0_17:2
Pos,NIST_Pos_02,997,997,PC 14:0_24:4
Pos,NIST_Pos_02,1000,1000,Plasmanyl-PC O-18:0_18:4
Pos,NIST_Pos_02,982,982,PC 11:0_24:1
Pos,NIST_Pos_02,1000,1000,Plasmanyl-PC O-16:0_18:3
Pos,NIST_Pos_02,1000,1000,Plasmanyl-PC O-18:0_18:4
Pos,NIST_Pos_02,986,986,Plasmanyl-PC O-20:0_18:4
Pos,NIST_Pos_02,1000,1000,Plasmanyl-PC O-18:0_20:5
Pos,NIST_Pos_02,980,980,PC 10:0_26:2
Pos,NIST_Pos_02,1000,1000,SM d19:0_16:1
Pos,NIST_Pos_02,997,997,PC 12:0_22:2
Pos,NIST_Pos_02,997,997,PC 16:1_24:4
Pos,NIST_Pos_02,997,997,PC 14:0_24:4
Pos,NIST_Pos_02,997,997,PC 13:0_22:2
Pos,NIST_Pos_02,937,937,Plasmenyl-PE P-16:0_18:2
Pos,NIST_Pos_02,998,998,SM d19:0_15:0
Pos,NIST_Pos_02,984,984,PC 11:0_26:2
Pos,NIST_Pos_02,995,995,Plasmanyl-PC O-20:0_20:5
Pos,NIST_Pos_02,1000,1000,Plasmanyl-PC O-18:0_18:4
Pos,NIST_Pos_02,917,917,PC 11:0_24:1
Pos,NIST_Pos_02,982,982,Plasmanyl-PC O-20:0_14:1
Pos,NIST_Pos_02,951,951,PC 10:0_26:2
Pos,NIST_Pos_02,993,993,Cer
Pos,NIST_Pos_02,997,997,PC 10:0_24:1
Pos,NIST_Pos_02,978,978,PC 10:0_24:0
Pos,NIST_Pos_02,996,996,Plasmanyl-PC O-18:0_20:5
Pos,NIST_Pos_02,987,987,Plasmanyl-PC O-18:0_18:2
Pos,NIST_Pos_02,999,999,PI 10:0_26:1
Pos,NIST_Pos_02,997,997,PC 10:0_24:1
Pos,NIST_Pos_02,997,997,PC 10:0_26:2
Pos,NIST_Pos_02,974,974,Plasmanyl-PC O-16:0_18:2
Pos,NIST_Pos_02,962,962,Plasmenyl-PE P-18:0_22:6
Pos,NIST_Pos_02,1000,1000,PE 16:0_18:1
Pos,NIST_Pos_02,1000,1000,Plasmanyl-PC O-20:0_18:4
Pos,NIST_Pos_02,997,997,PC 16:1_22:2
Pos,NIST_Pos_02,997,997,PC 10:0_26:2
Pos,NIST_Pos_02,997,997,PC 16:1_22:2
Pos,NIST_Pos_02,977,977,SM d19:0_17:0
Pos,NIST_Pos_02,997,997,PC 10:0_24:1
Pos,NIST_Pos_02,997,997,PC 10:0_26:2
Pos,NIST_Pos_02,978,978,PC 12:0_26:2
Pos,NIST_Pos_02,975,975,PC 10:0_24:0
Pos,NIST_Pos_02,998,998,Plasmanyl-PC O-18:0_22:6
Pos,NIST_Pos_02,965,965,Plasmenyl-PC P-18:0_18:2
Pos,NIST_Pos_02,979,979,Plasmanyl-PC O-20:0_18:3
Pos,NIST_Pos_02,996,996,PC 16:0_24:4
Pos,NIST_Pos_02,997,997,PC 16:1_22:2
Pos,NIST_Pos_02,998,998,Plasmanyl-PC O-20:0_18:4
Pos,NIST_Pos_02,999,999,SM d19:0_15:1
Pos,NIST_Pos_02,997,997,PC 10:0_26:2
Pos,NIST_Pos_02,951,951,PC 15:1_20:2
Pos,NIST_Pos_02,986,986,PC 10:0_24:0
Pos,NIST_Pos_02,997,997,PC 16:1_22:2
Pos,NIST_Pos_02,1000,1000,Plasmanyl-PC O-20:0_18:4
Pos,NIST_Pos_02,997,997,PC 16:0_24:4
Pos,NIST_Pos_02,997,997,PC 10:0_26:2
Pos,NIST_Pos_02,1000,1000,Plasmanyl-PC O-20:0_18:4
Pos,NIST_Pos_02,1000,1000,Plasmanyl-PC O-20:0_20:5
Pos,NIST_Pos_02,982,982,Plasmanyl-PC O-20:0_14:0
Pos,NIST_Pos_02,1000,1000,Plasmanyl-PC O-18:0_18:2
Pos,NIST_Pos_02,997,997,PC 11:0_26:2
Pos,NIST_Pos_02,983,983,PC 10:0_26:1
Pos,NIST_Pos_02,979,979,SM d19:0_17:1
Pos,NIST_Pos_02,998,998,SM d19:0_18:1
Pos,NIST_Pos_02,993,993,Plasmanyl-PC O-20:0_16:1
Pos,NIST_Pos_02,970,970,SM d19:0_15:1
Pos,NIST_Pos_02,996,996,Plasmanyl-PC O-20:0_18:4
Pos,NIST_Pos_02,996,996,PC 16:0_24:4
Pos,NIST_Pos_02,981,981,PC 10:0_26:0
Pos,NIST_Pos_02,970,970,PC 17:2_22:1
Pos,NIST_Pos_02,996,996,PC
Pos,NIST_Pos_02,938,938,SM d19:0_15:1
Pos,NIST_Pos_02,982,982,PC 12:0_26:1
Pos,NIST_Pos_02,996,996,Plasmanyl-PC O-20:0_18:2
Pos,NIST_Pos_02,988,988,PC 10:0_26:0
Pos,NIST_Pos_02,989,989,PC 12:0_22:2
Pos,NIST_Pos_02,855,855,Plasmanyl-PC O-20:0_22:5
Pos,NIST_Pos_02,987,987,SM d18:0_22:1
Pos,NIST_Pos_02,984,984,SM d18:0_24:2
Pos,NIST_Pos_02,995,995,PC 10:0_26:1
Pos,NIST_Pos_02,986,986,SM d19:0_19:0
Pos,NIST_Pos_02,925,925,Plasmanyl-PC O-20:0_20:4
Pos,NIST_Pos_02,1000,1000,SM d18:0_24:3
Pos,NIST_Pos_02,989,989,SM d18:0_24:2
Pos,NIST_Pos_02,993,993,PC 12:0_22:2
Pos,NIST_Pos_02,1000,1000,Plasmanyl-PC O-20:0_22:5
Pos,NIST_Pos_02,835,835,HexCer
Pos,NIST_Pos_02,1000,1000,SM d19:0_22:2
Pos,NIST_Pos_02,963,963,Plasmanyl-PC O-20:0_16:0
Pos,NIST_Pos_02,995,995,PC 10:0_26:2
Pos,NIST_Pos_02,988,988,SM d18:0_24:1
Pos,NIST_Pos_02,995,995,PC 10:0_26:1
Pos,NIST_Pos_02,991,991,PC 10:0_24:1
Pos,NIST_Pos_02,995,995,SM d19:0_24:3
Pos,NIST_Pos_02,971,971,PC 14:1_26:1
Pos,NIST_Pos_02,990,990,PC 10:0_24:1
Pos,NIST_Pos_02,984,984,SM d18:0_24:1
Pos,NIST_Pos_02,905,905,LysoPC 16:0
Pos,NIST_Pos_02,988,988,PC 10:0_24:1
Pos,NIST_Pos_02,948,948,Plasmenyl-PC P-20:0_19:0
Pos,NIST_Pos_02,952,952,SM d19:0_20:0
Pos,NIST_Pos_02,1000,1000,SM d18:0_24:2
Pos,NIST_Pos_02,979,979,SM d19:0_21:0
Pos,NIST_Pos_02,1000,1000,SM d18:0_24:2
Pos,NIST_Pos_02,1000,1000,SM d19:0_24:2
Pos,NIST_Pos_02,837,837,Plasmanyl-PC O-20:0_24:4
Pos,NIST_Pos_02,706,706,Plasmenyl-PC P-20:0_22:2
Pos,NIST_Pos_02,1000,1000,SM d19:0_22:1
Pos,NIST_Pos_02,999,999,SM d18:0_24:1
Pos,NIST_Pos_02,999,999,SM d18:0_24:1
Pos,NIST_Pos_02,881,881,LysoPC 16:0
Pos,NIST_Pos_02,999,999,SM d19:0_24:2
Pos,NIST_Pos_02,1000,1000,SM d19:0_22:1
Pos,NIST_Pos_02,958,958,SM d19:0_15:1
Pos,NIST_Pos_02,998,998,SM d18:0_24:1
Pos,NIST_Pos_02,995,995,PC 10:0_24:1
Pos,NIST_Pos_02,993,993,SM d18:0_24:2
Pos,NIST_Pos_02,1000,1000,SM d19:0_22:1
Pos,NIST_Pos_02,996,996,SM d19:0_24:2
Pos,NIST_Pos_02,981,981,SM d19:0_22:0
Pos,NIST_Pos_02,880,880,LysoPC 16:0
Pos,NIST_Pos_02,995,995,SM d18:0_24:1
Pos,NIST_Pos_02,991,991,PC 10:0_24:1
Pos,NIST_Pos_02,871,871,LysoPC 16:0
Pos,NIST_Pos_02,983,983,SM d19:0_23:0
Pos,NIST_Pos_02,1000,1000,SM d18:0_24:1
Pos,NIST_Pos_02,991,991,PC 10:0_24:1
Pos,NIST_Pos_02,1000,1000,SM d18:0_24:1
Pos,NIST_Pos_02,946,946,SM d19:0_23:0
Pos,NIST_Pos_02,703,703,Cer
Pos,NIST_Pos_02,721,721,SM d18:0_24:1
Pos,NIST_Pos_02,731,731,PC 10:0_24:1
Pos,NIST_Pos_02,684,684,PC 10:0_24:1
Pos,NIST_Pos_02,741,741,TG 16:0_16:0_18:1
Pos,NIST_Pos_02,569,569,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,649,649,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,503,503,TG 16:1_16:0_18:1
Pos,NIST_Pos_02,698,698,TG 16:0_18:2_18:1
Pos,NIST_Pos_02,548,548,TG 16:1_16:0_18:1
Pos,NIST_Pos_02,656,656,TG 16:0_18:2_18:1
Pos,NIST_Pos_02,638,638,TG 14:1_16:0_18:2
Pos,NIST_Pos_02,677,677,TG 16:1_16:0_18:1
Pos,NIST_Pos_02,985,985,TG 16:0_18:3_18:2
Pos,NIST_Pos_02,514,514,TG 16:0_18:2_18:2
Pos,NIST_Pos_02,585,585,TG 16:0_18:2_18:2
Pos,NIST_Pos_02,879,879,TG 16:0_16:0_18:1
Pos,NIST_Pos_02,545,545,TG 14:0_16:0_20:4
Pos,NIST_Pos_02,562,562,TG 16:0_18:2_20:4
Pos,NIST_Pos_02,519,519,TG 16:1_16:0_18:1
Pos,NIST_Pos_02,670,670,TG 16:0_16:0_18:1
Pos,NIST_Pos_02,853,853,TG 16:0_18:1_18:1
Pos,NIST_Pos_02,753,753,TG 18:2_18:1_18:1
Pos,NIST_Pos_02,587,587,TG 16:0_18:1_20:5
Pos,NIST_Pos_02,654,654,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,528,528,TG 14:0_16:0_16:0
Pos,NIST_Pos_02,852,852,TG 16:0_16:0_18:1
Pos,NIST_Pos_02,557,557,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,830,830,TG 16:0_18:1_18:1
Pos,NIST_Pos_02,552,552,TG 14:0_16:0_18:1
Pos,NIST_Pos_02,937,937,TG 18:1_18:1_18:1
Pos,NIST_Pos_02,671,671,TG 16:1_16:0_18:2
Pos,NIST_Pos_02,713,713,TG 16:0_18:1_18:1
Pos,NIST_Pos_02,523,523,TG 16:0_18:1_22:6
Pos,NIST_Pos_02,640,640,TG 16:0_16:0_18:1
Pos,NIST_Pos_02,662,662,TG 16:0_16:0_18:3
Pos,NIST_Pos_02,738,738,TG 18:2_18:1_18:1
Pos,NIST_Pos_02,810,810,TG 18:2_18:2_18:1
Pos,NIST_Pos_02,829,829,TG 14:1_16:0_18:1
Pos,NIST_Pos_02,994,994,CE 20:4
Pos,NIST_Pos_02,798,798,TG 18:1_18:1_18:1
Pos,NIST_Pos_02,936,936,TG 16:0_16:0_18:3
Pos,NIST_Pos_02,799,799,TG 14:0_16:0_18:1
Pos,NIST_Pos_02,706,706,TG 14:0_16:0_18:2
Pos,NIST_Pos_02,609,609,TG 18:2_18:1_18:1
Pos,NIST_Pos_02,695,695,TG 16:1_16:0_18:2
Pos,NIST_Pos_02,915,915,TG 16:0_18:2_22:4
Pos,NIST_Pos_02,923,923,TG 16:0_18:2_18:1
Pos,NIST_Pos_02,833,833,TG 18:1_18:1_18:1
Pos,NIST_Pos_02,980,980,CE 20:4
Pos,NIST_Pos_02,877,877,TG 16:0_18:1_20:4
Pos,NIST_Pos_02,863,863,TG 16:0_16:0_20:4
Pos,NIST_Pos_02,556,556,TG 16:0_18:1_20:4
Pos,NIST_Pos_02,703,703,TG 15:1_16:0_18:1
Pos,NIST_Pos_02,924,924,TG 18:2_18:1_18:1
Pos,NIST_Pos_02,624,624,TG 18:1_18:1_20:4
Pos,NIST_Pos_02,831,831,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,959,959,TG 18:1_18:1_18:1
Pos,NIST_Pos_02,515,515,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,509,509,TG 16:0_16:0_18:0
Pos,NIST_Pos_02,652,652,TG 16:0_16:0_18:1
Pos,NIST_Pos_02,608,608,TG 16:0_18:1_18:1
Pos,NIST_Pos_02,905,905,TG 16:0_18:2_18:1
Pos,NIST_Pos_02,605,605,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,671,671,TG 18:1_18:1_18:1
Pos,NIST_Pos_02,813,813,TG 16:1_16:0_16:0
Pos,NIST_Pos_02,990,990,TG 16:0_18:2_18:1
Pos,NIST_Pos_02,683,683,TG 18:1_18:1_18:1
Pos,NIST_Pos_02,995,995,CE 18:2
Pos,NIST_Pos_02,870,870,TG 16:1_16:0_18:1
Pos,NIST_Pos_02,831,831,TG 16:0_16:0_18:1
Pos,NIST_Pos_02,580,580,TG 16:0_17:0_18:1
Pos,NIST_Pos_02,808,808,TG 16:0_18:1_18:1
Pos,NIST_Pos_02,981,981,CE 20:1
Pos,NIST_Pos_02,959,959,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,796,796,TG 18:1_18:1_18:1
Pos,NIST_Pos_02,868,868,TG 16:0_16:0_18:1
Pos,NIST_Pos_02,594,594,TG 17:0_18:1_18:1
Pos,NIST_Pos_02,892,892,TG 16:0_18:1_18:1
Pos,NIST_Pos_02,908,908,TG 17:0_18:2_18:1
Pos,NIST_Pos_02,611,611,TG 18:1_18:0_20:4
Pos,NIST_Pos_02,912,912,TG 16:0_17:1_18:1
Pos,NIST_Pos_02,543,543,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,895,895,TG 16:0_18:1_18:1
Pos,NIST_Pos_02,507,507,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,595,595,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,559,559,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,981,981,TG 18:1_18:1_18:1
Pos,NIST_Pos_02,533,533,TG 16:0_17:0_18:0
Pos,NIST_Pos_02,664,664,TG 16:0_18:2_20:0
Pos,NIST_Pos_02,663,663,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,720,720,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,587,587,TG 16:0_18:1_18:1
Pos,NIST_Pos_02,968,968,CE 18:1
Pos,NIST_Pos_02,724,724,TG 16:0_16:0_18:0
Pos,NIST_Pos_02,689,689,TG 18:1_18:0_18:0
Pos,NIST_Pos_02,866,866,TG 16:0_18:1_19:0
Pos,NIST_Pos_02,714,714,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,874,874,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,997,997,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,732,732,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,903,903,TG 16:0_16:0_18:0
Pos,NIST_Pos_02,603,603,TG 16:0_16:0_18:0
Pos,NIST_Pos_02,904,904,TG 16:0_16:0_18:0
Pos,NIST_Pos_02,745,745,TG 18:1_18:0_18:0
Pos,NIST_Pos_02,943,943,TG 18:0_18:0_18:0
Pos,NIST_Pos_02,730,730,TG 16:0_18:0_18:0
Pos,NIST_Pos_02,966,966,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,815,815,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,756,756,TG 16:0_16:0_18:0
Pos,NIST_Pos_02,946,946,TG 18:0_18:0_18:0
Pos,NIST_Pos_02,708,708,TG 16:0_18:1_20:0
Pos,NIST_Pos_02,939,939,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,948,948,TG 17:0_18:1_18:0
Pos,NIST_Pos_02,862,862,TG 16:0_16:0_18:0
Pos,NIST_Pos_02,995,995,CE 18:0
Pos,NIST_Pos_02,984,984,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,883,883,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,838,838,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,892,892,TG 16:0_16:0_18:1
Pos,NIST_Pos_02,800,800,TG 18:0_18:0_18:0
Pos,NIST_Pos_02,965,965,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,822,822,TG 16:0_16:0_18:0
Pos,NIST_Pos_02,849,849,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,853,853,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,988,988,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,691,691,TG 16:0_16:0_18:0
Pos,NIST_Pos_02,772,772,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,837,837,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,754,754,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,839,839,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,882,882,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,811,811,TG 16:0_16:0_18:0
Pos,NIST_Pos_02,781,781,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,849,849,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,904,904,TG 16:0_16:0_18:1
Pos,NIST_Pos_02,752,752,TG 16:0_16:0_18:0
Pos,NIST_Pos_02,831,831,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,836,836,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,982,982,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,738,738,TG 16:0_16:0_18:0
Pos,NIST_Pos_02,865,865,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,734,734,TG 16:0_18:0_22:0
Pos,NIST_Pos_02,815,815,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,983,983,TG 16:0_18:1_24:0
Pos,NIST_Pos_02,902,902,TG 16:0_16:0_18:1
Pos,NIST_Pos_02,982,982,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,738,738,TG 16:0_16:0_18:0
Pos,NIST_Pos_02,824,824,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,843,843,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,710,710,TG 16:0_16:0_18:0
Pos,NIST_Pos_02,989,989,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,869,869,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,732,732,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,837,837,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,726,726,TG 16:0_16:0_18:0
Pos,NIST_Pos_02,801,801,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,981,981,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,652,652,TG 18:0_18:0_20:0
Pos,NIST_Pos_02,807,807,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,756,756,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,765,765,TG 18:0_18:0_20:0
Pos,NIST_Pos_02,990,990,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,868,868,TG 16:0_16:0_18:1
Pos,NIST_Pos_02,771,771,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,882,882,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,987,987,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,796,796,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,844,844,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,689,689,TG 16:0_16:0_18:0
Pos,NIST_Pos_02,819,819,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,822,822,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,997,997,TG 18:0_18:0_18:0
Pos,NIST_Pos_02,967,967,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,852,852,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,838,838,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,769,769,TG 16:0_16:0_18:0
Pos,NIST_Pos_02,814,814,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,844,844,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,912,912,TG 16:0_16:0_18:1
Pos,NIST_Pos_02,967,967,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,763,763,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,843,843,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,819,819,TG 16:0_16:0_18:0
Pos,NIST_Pos_02,987,987,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,781,781,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,870,870,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,985,985,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,887,887,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,824,824,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,831,831,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,866,866,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,731,731,TG 16:0_16:0_18:0
Pos,NIST_Pos_02,784,784,TG 18:0_18:0_20:0
Pos,NIST_Pos_02,806,806,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,804,804,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,763,763,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,998,998,TG 18:0_18:0_18:0
Pos,NIST_Pos_02,821,821,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,771,771,TG 16:0_16:0_18:0
Pos,NIST_Pos_02,886,886,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,961,961,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,534,534,TG 16:0_16:0_18:0
Pos,NIST_Pos_02,802,802,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,772,772,TG 18:0_18:0_20:0
Pos,NIST_Pos_02,878,878,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,897,897,CE 18:1
Pos,NIST_Pos_02,659,659,TG 18:0_18:0_20:0
Pos,NIST_Pos_02,735,735,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,811,811,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,815,815,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,718,718,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,752,752,TG 18:0_18:0_20:0
Pos,NIST_Pos_02,992,992,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,819,819,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,998,998,TG 18:0_18:0_18:0
Pos,NIST_Pos_02,876,876,TG 16:0_16:0_18:1
Pos,NIST_Pos_02,920,920,CE 18:1
Pos,NIST_Pos_02,968,968,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,607,607,TG 18:0_18:0_20:0
Pos,NIST_Pos_02,903,903,CE 18:1
Pos,NIST_Pos_02,960,960,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,920,920,CE 18:1
Pos,NIST_Pos_02,991,991,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,994,994,CE 18:2
Pos,NIST_Pos_02,637,637,TG 18:0_18:0_20:0
Pos,NIST_Pos_02,839,839,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,903,903,CE 18:1
Pos,NIST_Pos_02,894,894,TG 16:0_16:0_18:1
Pos,NIST_Pos_02,845,845,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,992,992,TG 18:1_18:1_18:1
Pos,NIST_Pos_02,989,989,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,795,795,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,880,880,CE 18:1
Pos,NIST_Pos_02,845,845,TG 18:0_18:0_20:0
Pos,NIST_Pos_02,994,994,CE 18:2
Pos,NIST_Pos_02,934,934,CE 18:1
Pos,NIST_Pos_02,535,535,TG 18:0_18:0_20:0
Pos,NIST_Pos_02,990,990,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,994,994,CE 18:2
Pos,NIST_Pos_02,809,809,CE 18:1
Pos,NIST_Pos_02,980,980,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,900,900,TG 16:0_16:0_18:1
Pos,NIST_Pos_02,939,939,CE 18:1
Pos,NIST_Pos_02,995,995,CE 18:2
Pos,NIST_Pos_02,999,999,TG 18:0_18:0_18:0
Pos,NIST_Pos_02,978,978,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,802,802,CE 18:1
Pos,NIST_Pos_02,829,829,TG 18:0_18:0_20:0
Pos,NIST_Pos_02,995,995,CE 18:2
Pos,NIST_Pos_02,999,999,TG 18:0_18:0_18:0
Pos,NIST_Pos_02,924,924,CE 18:1
Pos,NIST_Pos_02,955,955,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,895,895,CE 18:1
Pos,NIST_Pos_02,935,935,TG 16:0_18:0_18:0
Pos,NIST_Pos_02,994,994,CE 18:2
Pos,NIST_Pos_02,953,953,CE 18:1
Pos,NIST_Pos_02,996,996,TG 18:1_18:1_18:1
Pos,NIST_Pos_02,993,993,CE 18:2
Pos,NIST_Pos_02,876,876,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,987,987,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,790,790,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,795,795,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,773,773,TG 16:0_16:0_18:0
Pos,NIST_Pos_02,987,987,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,857,857,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,810,810,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,859,859,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,995,995,TG 18:0_18:0_18:0
Pos,NIST_Pos_02,844,844,TG 18:1_18:1_18:0
Pos,NIST_Pos_02,828,828,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,987,987,TG 18:0_18:0_18:0
Pos,NIST_Pos_02,988,988,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,878,878,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,985,985,TG 18:0_18:0_18:0
Pos,NIST_Pos_02,981,981,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,864,864,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,725,725,TG 18:0_18:0_18:0
Pos,NIST_Pos_02,833,833,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,762,762,TG 16:0_16:0_16:0
Pos,NIST_Pos_02,664,664,TG 16:0_18:1_18:0
Pos,NIST_Pos_02,778,778,LysoPC 16:0
Pos,NIST_Pos_02,647,647,LysoPC 16:0
Pos,NIST_Pos_02,853,853,SM d19:0_15:1
Pos,NIST_Pos_02,917,917,LysoPC 16:0
Pos,NIST_Pos_02,907,907,PC 10:0_26:1
Pos,NIST_Pos_02,974,974,PC 10:0_24:1
Pos,NIST_Pos_02,681,681,PC
Pos,NIST_Pos_02,945,945,LysoPC 16:0
Pos,NIST_Pos_02,870,870,SM d19:0_15:1
Pos,NIST_Pos_02,920,920,PC 10:0_26:1
Pos,NIST_Pos_02,988,988,PC 10:0_24:1
Pos,NIST_Pos_02,942,942,LysoPC 16:0
Pos,NIST_Pos_02,965,965,PC 10:0_26:1
Pos,NIST_Pos_02,990,990,PC 10:0_24:1
Pos,NIST_Pos_02,877,877,SM d19:0_17:1
Pos,NIST_Pos_02,993,993,SM d19:0_15:1
Pos,NIST_Pos_02,921,921,PC 10:0_26:1
Pos,NIST_Pos_02,943,943,LysoPC 16:0
Pos,NIST_Pos_02,744,744,PC 16:1_22:2
Pos,NIST_Pos_03,945,945,LysoPC 16:0
Pos,NIST_Pos_03,966,966,SM d19:0_15:1
Pos,NIST_Pos_03,545,545,PC 10:0_26:1
Pos,NIST_Pos_03,948,948,LysoPC 16:0
Pos,NIST_Pos_03,884,884,LysoPC 18:0
Pos,NIST_Pos_03,559,559,SM d19:0_15:1
